importerFile,importedModule,importedFile,Internal/external,Mapped correctly?
tools/vis/generate-matrix-vis.py,matplotlib.pylab,NONE,EXTERNAL,EXTERNAL
tools/migrations/teacher_dashboard_migration_1/downgrade.py,MySQLdb,NONE,EXTERNAL,EXTERNAL
tools/migrations/teacher_dashboard_migration_1/upgrade.py,MySQLdb,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/user_language.py,MySQLdb.IntegrityError,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/user_article.py,newspaper,NONE,EXTERNAL,EXTERNAL
zeeguu/core/content_retriever/article_downloader.py,newspaper,NONE,EXTERNAL,EXTERNAL
zeeguu/core/content_retriever/quality_filter.py,newspaper,NONE,EXTERNAL,EXTERNAL
zeeguu/core/content_retriever/url_downloader.py,newspaper,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/test_retrieve_and_compute.py,newspaper,NONE,EXTERNAL,EXTERNAL
setup.py,nltk,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/flesch_kincaid_difficulty_estimator.py,nltk,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/word_rank_difficulty_estimator.py,nltk,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/__init__.py,nltk,NONE,EXTERNAL,EXTERNAL
zeeguu/core/util/text.py,nltk,NONE,EXTERNAL,EXTERNAL
tools/map_article_words.py,nltk.corpus.stopwords,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/frequency_difficulty_estimator.py,nltk.SnowballStemmer,NONE,EXTERNAL,EXTERNAL
zeeguu/core/util/text.py,nltk.SnowballStemmer,NONE,EXTERNAL,EXTERNAL
tools/saturate_word_interaction_history.py,nltk.stem.snowball.SnowballStemmer,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/cognacy_difficulty_estimator.py,nltk.stem.SnowballStemmer,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/cognacy_wh_difficulty_estimator.py,nltk.stem.SnowballStemmer,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/word_history_difficulty_estimator.py,nltk.stem.SnowballStemmer,NONE,EXTERNAL,EXTERNAL
tools/vis/generate-matrix-vis.py,numpy,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/flesch_kincaid_difficulty_estimator.py,numpy.math,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/cognacy_difficulty_estimator.py,numpy.mean,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/cognacy_wh_difficulty_estimator.py,numpy.mean,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/word_history_difficulty_estimator.py,numpy.mean,NONE,EXTERNAL,EXTERNAL
zeeguu/core/word_scheduling/adaptive/scheduling_algo.py,numpy.number,NONE,EXTERNAL,EXTERNAL
env_var_defs_default.py,os,NONE,EXTERNAL,EXTERNAL
setup.py,os,NONE,EXTERNAL,EXTERNAL
tools/activity_monitor.py,os,NONE,EXTERNAL,EXTERNAL
tools/cleanup_non_content_bits.py,os,NONE,EXTERNAL,EXTERNAL
tools/exercise_analysis.py,os,NONE,EXTERNAL,EXTERNAL
tools/find_broken_articles.py,os,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,os,NONE,EXTERNAL,EXTERNAL
zeeguu/core/__init__.py,os,NONE,EXTERNAL,EXTERNAL
zeeguu/core/configuration/configuration.py,os,NONE,EXTERNAL,EXTERNAL
zeeguu/core/content_retriever/video_dowloader.py,os,NONE,EXTERNAL,EXTERNAL
zeeguu/core/elastic/settings.py,os,NONE,EXTERNAL,EXTERNAL
zeeguu/core/sql/queries/query_loader.py,os,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/test_data/mocking_the_web.py,os,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/speech.py,os.path,NONE,EXTERNAL,EXTERNAL
zeeguu/core/content_retriever/article_downloader.py,pymysql.DataError,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/flesch_kincaid_difficulty_estimator.py,pyphen,NONE,EXTERNAL,EXTERNAL
zeeguu/core/util/text.py,pyphen,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,python_translators,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,python_translators.config.get_key_from_config,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,python_translators.factories.google_translator_factory.GoogleTranslatorFactory,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,python_translators.factories.microsoft_translator_factory.MicrosoftTranslatorFactory,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,python_translators.query_processors.remove_unnecessary_sentences.RemoveUnnecessarySentences,NONE,EXTERNAL,EXTERNAL
zeeguu/api/test/mocks/mock_translator.py,python_translators.translation_costs.TranslationCosts,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,python_translators.translation_query.TranslationQuery,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,python_translators.translation_response.filter_empty_translations,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,python_translators.translation_response.merge_translations,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,python_translators.translation_response.order_by_quality,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,python_translators.translation_response.TranslationResponse,NONE,EXTERNAL,EXTERNAL
zeeguu/api/test/mocks/mock_translator.py,python_translators.translation_response.TranslationResponse,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,python_translators.translators.wordnik_translator.WordnikTranslator,NONE,EXTERNAL,EXTERNAL
zeeguu/core/exercises/similar_words.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/session.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/url.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/user.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/user_article.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/rules/bookmark_rule.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/rules/exercise_rule.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/rules/language_rule.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/rules/outcome_rule.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/rules/source_rule.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/test_bookmark.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/test_domain.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/test_user.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/test_user_word.py,random,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/test_words_to_study.py,random,NONE,EXTERNAL,EXTERNAL
